pickup_longitude,pickup_latitude,dropoff_latitude,dropoff_longitude,fare_amount,distance,edge
-73.8,40.8,40.8,-73.8,10.395652173913044,0.01768491345266376,108
-73.8,40.8,40.8,-73.7,14.3,0.053185393417322466,109
-73.8,40.8,40.9,-73.9,26.67,0.1004836429474938,110
-73.8,40.9,40.8,-73.8,11.3,0.013634654121030215,111
-73.8,40.9,40.9,-73.8,13.5,0.014284603779660766,112
-73.8,40.9,40.9,-73.7,9.7,0.05657489821466979,113
-73.8,41.0,41.0,-73.8,11.166666666666666,0.036067860585944994,114
-73.7,40.2,40.2,-73.7,5.0,0.004587550544679821,115
-73.7,40.7,40.7,-73.8,6.5,0.019812217846572267,116
-73.7,40.7,40.7,-73.7,8.7,0.00987555185759467,117
-73.7,40.8,40.8,-73.8,14.9,0.028617917761434727,118
-73.7,40.8,40.8,-73.7,10.366666666666667,0.019250984984335685,119
-73.7,40.9,40.9,-73.7,5.0,0.009677760743063594,120
-73.7,41.1,41.1,-73.7,4.5,0.020357280957928152,121
-73.6,40.4,40.4,-73.6,13.0,0.03239798495277066,122
-73.6,40.4,40.4,-73.5,7.3,0.025265765335734835,123
-73.6,40.6,40.7,-73.6,6.9,0.012803753355952985,124
-73.5,40.2,40.2,-73.5,11.0,0.006806049147635717,125
-73.5,40.6,40.6,-73.5,4.5,0.01116131479709831,126
-73.5,40.7,40.8,-73.5,8.5,0.02558630919066286,127
-73.5,40.8,40.8,-73.5,8.9,0.02679153457717177,128
-73.5,40.9,40.9,-73.5,10.7,0.03481062671794662,129
-73.4,40.9,41.0,-73.5,16.1,0.10941856062843332,130
-73.0,40.5,40.4,-72.9,4.9,0.062178026022057506,131
-72.8,40.5,40.5,-72.8,5.3,0.011283927862226038,132
-71.9,42.5,42.5,-71.8,29.3,0.06107876387092651,133
-69.0,40.5,40.5,-69.0,6.5,0.018386384364528833,134
-0.1,0.1,0.1,-0.1,10.9,0.010541322307946003,135
0.0,0.0,0.0,0.0,15.844999999999999,0.010961439834545407,136
0.1,0.0,0.0,0.1,14.9,0.012929546937151355,137
40.7,-74.0,-74.0,40.7,9.476190476190476,0.02075790383794342,138
40.7,-74.0,-74.0,40.8,13.533333333333333,0.036978114604825904,139
40.7,-74.0,-73.9,40.8,22.5,0.08960538268918974,140
40.8,-74.0,-74.0,40.7,13.95,0.0454947915600975,141
40.8,-74.0,-74.0,40.8,8.086206896551724,0.017840043610933446,142
40.8,-74.0,-73.9,40.8,6.5,0.016229141012393578,143
40.8,-73.9,-74.0,40.7,25.5,0.09515489419362941,144
40.8,-73.9,-74.0,40.8,14.25,0.03406628379363591,145
40.8,-73.9,-73.9,40.8,11.5,0.03355660329950064,146
